CODIGO_SINIESTRO,CODIGO_VEHICULO,CODIGO_PERSONA,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_PERSONA,GRAVEDAD,LUGAR_ATENCION_LESIONADO,LUGAR_DE_DEFUNCION,SITUACION_DE_PERSONA,PAIS_DE_NACIONALIDAD,EDAD,SEXO,POSEE_LICENCIA,ESTADO_LICENCIA,CLASE_LICENCIA,SE_SOMETIO_A_DOSAJE_ETILICO_CUALITATIVO,RESULTADO_DEL_DOSAJE_ETILICO_CUALITATIVO,SE_SOMETIO_A_DOSAJE_ETILICO_CUANTITATIVO,VEHICULO,FECHA,ANIO,MES,DIA,HORA,CLASE_DE_SINIESTRO,CAUSA,CAUSA_ESPECIFICA,TIPO_DE_VIA,CODIGO_DE_CARRETERA,RED_VIAL
A-2021-07-237,V-2021-07-237-1,P-2021-07-237-1-1,PIURA,AYABACA,PAIMAS,CONDUCTOR,ILESO,,,IDENTIFICADO,,39,MASCULINO,SE DESCONOCE,VIGENTE,A III C,,NO SE REALIZO,,CAMIÓN,16/07/2021,2021,JULIO,VIERNES,14,ATROPELLO,N/I,N/I,CARRETERA NACIONAL,PE-1NT,NACIONAL
A-2021-07-237,V-2021-07-237-1,P-2021-07-237-1-2,PIURA,AYABACA,PAIMAS,PEATÓN,FALLECIDO,,,IDENTIFICADO,PERÚ,63,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,16/07/2021,2021,JULIO,VIERNES,14,ATROPELLO,N/I,N/I,CARRETERA NACIONAL,PE-1NT,NACIONAL
A-2021-07-238,V-2021-07-238-1,P-2021-07-238-1-1,PIURA,TALARA,EL ALTO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,43,MASCULINO,SE DESCONOCE,VIGENTE,A III C,,NO SE REALIZO,,REMOLCADOR,18/07/2021,2021,JULIO,DOMINGO,12,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-07-238,V-2021-07-238-2,P-2021-07-238-2-1,PIURA,TALARA,EL ALTO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,41,MASCULINO,SE DESCONOCE,VIGENTE,A II B,,NO SE REALIZO,,CAMIONETA RURAL,18/07/2021,2021,JULIO,DOMINGO,12,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-07-238,V-2021-07-238-2,P-2021-07-238-2-2,PIURA,TALARA,EL ALTO,PASAJERO,FALLECIDO,,,IDENTIFICADO,NO INDICA,17,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,18/07/2021,2021,JULIO,DOMINGO,12,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-07-249,V-2021-07-249-1,P-2021-07-249-1-1,PASCO,PASCO,HUARIACA,CONDUCTOR,ILESO,,,IDENTIFICADO,,25,MASCULINO,SE DESCONOCE,VIGENTE,A II B,,NO SE REALIZO,,TRIMOTO CARGA,22/07/2021,2021,JULIO,JUEVES,18,DESPISTE,N/I,N/I,CARRETERA VECINAL,PA-545,VECINAL
A-2021-07-249,V-2021-07-249-1,P-2021-07-249-1-2,PASCO,PASCO,HUARIACA,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,57,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRIMOTO CARGA,22/07/2021,2021,JULIO,JUEVES,18,DESPISTE,N/I,N/I,CARRETERA VECINAL,PA-545,VECINAL
A-2021-07-260,V-2021-07-260-1,P-2021-07-260-1-1,LIMA,LIMA,LURIN,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,26/07/2021,2021,JULIO,LUNES,5,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-07-263,V-2021-07-263-2,P-2021-07-263-2-2,LIMA,LIMA,SAN MIGUEL,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,39,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIÓN,30/07/2021,2021,JULIO,VIERNES,20,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,AVENIDA,NO CORRESPONDE,URBANO
A-2021-07-265,V-2021-07-265-1,P-2021-07-265-1-1,JUNIN,JAUJA,LEONOR ORDOÑEZ,PEATÓN,FALLECIDO,,,IDENTIFICADO,,45,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,29/07/2021,2021,JULIO,JUEVES,19,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-3SB,NACIONAL
A-2021-07-274,V-2021-07-274-1,P-2021-07-274-1-1,CALLAO,CALLAO,CALLAO,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,17/07/2021,2021,JULIO,SÁBADO,19,ATROPELLO FUGA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA NACIONAL,PE-20,NACIONAL
A-2021-07-280,V-2021-07-280-1,P-2021-07-280-1-1,HUANUCO,PACHITEA,UMARI,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,33,MASCULINO,SI,VIGENTE,A II B,,NO SE REALIZO,,AUTOMÓVIL,02/07/2021,2021,JULIO,VIERNES,2,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA VECINAL,HU-840,VECINAL
A-2021-07-280,V-2021-07-280-1,P-2021-07-280-1-2,HUANUCO,PACHITEA,UMARI,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,23,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,AUTOMÓVIL,02/07/2021,2021,JULIO,VIERNES,2,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA VECINAL,HU-840,VECINAL
A-2021-07-280,V-2021-07-280-1,P-2021-07-280-1-3,HUANUCO,PACHITEA,UMARI,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,27,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,AUTOMÓVIL,02/07/2021,2021,JULIO,VIERNES,2,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA VECINAL,HU-840,VECINAL
A-2021-07-28,V-2021-07-28-1,P-2021-07-28-1-1,HUANCAVELICA,TAYACAJA,AHUAYCHA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,47,MASCULINO,SI,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,02/07/2021,2021,JULIO,VIERNES,6,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-3S,NACIONAL
A-2021-07-284,V-2021-07-284-1,P-2021-07-284-1-1,HUANUCO,HUANUCO,QUISQUI (KICHKI),CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,43,MASCULINO,SE DESCONOCE,VENCIDA,B II C,,NO SE REALIZO,,TRIMOTO PASAJERO,04/07/2021,2021,JULIO,DOMINGO,18,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA VECINAL,HU-1105,VECINAL
A-2021-07-285,V-2021-07-285-1,P-2021-07-285-1-1,HUANUCO,AMBO,CONCHAMARCA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,19/07/2021,2021,JULIO,LUNES,8,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-3N,NACIONAL
A-2021-07-285,V-2021-07-285-1,P-2021-07-285-1-2,HUANUCO,AMBO,CONCHAMARCA,PEATÓN,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,46,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,19/07/2021,2021,JULIO,LUNES,8,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-3N,NACIONAL
A-2021-07-306,V-2021-07-306-1,P-2021-07-306-1-1,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,09/07/2021,2021,JULIO,VIERNES,18,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,CARRETERA DEPARTAMENTAL,SM-102,DEPARTAMENTAL
A-2021-07-37,V-2021-07-37-1,P-2021-07-37-1-1,MADRE DE DIOS,TAMBOPATA,INAMBARI,CONDUCTOR,ILESO,,,IDENTIFICADO,,37,MASCULINO,SE DESCONOCE,VIGENTE,A I,,NO SE REALIZO,,MOTOCICLETA,07/07/2021,2021,JULIO,MIÉRCOLES,5,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2021-07-37,V-2021-07-37-2,P-2021-07-37-2-1,MADRE DE DIOS,TAMBOPATA,INAMBARI,CONDUCTOR,FALLECIDO,,,NO IDENTIFICADO,,NO INDICA,MASCULINO,SE DESCONOCE,SIN DNI IDENTIFICADO,SIN DNI IDENTIFICADO,,NO SE REALIZO,,TRIMOTO CARGA,07/07/2021,2021,JULIO,MIÉRCOLES,5,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-30C,NACIONAL
A-2021-07-48,V-2021-07-48-1,P-2021-07-48-1-1,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,CONDUCTOR,LESIONADO,OTRO,,IDENTIFICADO,PERÚ,33,MASCULINO,SI,RETENIDA,A II B,,NO SE REALIZO,,AUTOMÓVIL,12/07/2021,2021,JULIO,LUNES,6,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-07-48,V-2021-07-48-2,P-2021-07-48-2-1,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,65,MASCULINO,SI,VENCIDA,A III C,,NO SE REALIZO,,CAMIONETA PICK UP,12/07/2021,2021,JULIO,LUNES,6,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-07-77,V-2021-07-77-1,P-2021-07-77-1-1,MOQUEGUA,MARISCAL NIETO,SAMEGUA,CONDUCTOR,ILESO,,,IDENTIFICADO,,63,MASCULINO,SE DESCONOCE,RETENIDA,A II A,,NO SE REALIZO,,STATION WAGON,09/07/2021,2021,JULIO,VIERNES,17,ATROPELLO,N/I,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-77,V-2021-07-77-1,P-2021-07-77-1-2,MOQUEGUA,MARISCAL NIETO,SAMEGUA,PEATÓN,FALLECIDO,,,IDENTIFICADO,,1,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,STATION WAGON,09/07/2021,2021,JULIO,VIERNES,17,ATROPELLO,N/I,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-79,V-2021-07-79-1,P-2021-07-79-1-1,PUNO,YUNGUYO,COPANI,CONDUCTOR,ILESO,,,IDENTIFICADO,,29,MASCULINO,SE DESCONOCE,VIGENTE,B,,NO SE REALIZO,,MOTOCICLETA,15/07/2021,2021,JULIO,JUEVES,15,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,CARRETERA DEPARTAMENTAL,PU-130,DEPARTAMENTAL
A-2021-07-79,V-2021-07-79-2,P-2021-07-79-2-1,PUNO,YUNGUYO,COPANI,CONDUCTOR,FALLECIDO,,,IDENTIFICADO,,68,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,15/07/2021,2021,JULIO,JUEVES,15,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,CARRETERA DEPARTAMENTAL,PU-130,DEPARTAMENTAL
A-2021-07-80,V-2021-07-80-2,P-2021-07-80-2-1,TACNA,TACNA,LA YARADA LOS PALOS,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,09/07/2021,2021,JULIO,VIERNES,19,CHOQUE FUGA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,CARRETERA VECINAL,TA-641,VECINAL
A-2021-07-8,V-2021-07-8-1,P-2021-07-8-1-1,AREQUIPA,ISLAY,COCACHACRA,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,33,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,CAMIONETA PANEL,04/07/2021,2021,JULIO,DOMINGO,17,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-07-8,V-2021-07-8-2,P-2021-07-8-2-1,AREQUIPA,ISLAY,COCACHACRA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,20,MASCULINO,NO,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,04/07/2021,2021,JULIO,DOMINGO,17,CHOQUE,N/I,N/I,CARRETERA NACIONAL,PE-1S,NACIONAL
A-2021-07-82,V-2021-07-82-1,P-2021-07-82-1-2,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,36,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRIMOTO CARGA,11/07/2021,2021,JULIO,DOMINGO,12,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-82,V-2021-07-82-1,P-2021-07-82-1-3,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,PERÚ,NO INDICA,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,TRIMOTO CARGA,11/07/2021,2021,JULIO,DOMINGO,12,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-1,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CONDUCTOR,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,18,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-10,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,25,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-2,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,24,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-3,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,47,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-4,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,60,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-5,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,52,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-6,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,IDENTIFICADO,PERÚ,35,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-7,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-8,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-83,V-2021-07-83-1,P-2021-07-83-1-9,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OCUPANTE,LESIONADO,CENTRO DE SALUD PÚBLICO,,NO IDENTIFICADO,PERÚ,NO INDICA,FEMENINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,CAMIONETA RURAL,12/07/2021,2021,JULIO,LUNES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA SIN CLASIFICAR,SIN CLASIFICAR,SIN CLASIFICAR
A-2021-07-9,V-2021-07-9-1,P-2021-07-9-1-1,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,CONDUCTOR,LESIONADO,,,IDENTIFICADO,,30,MASCULINO,SE DESCONOCE,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,04/07/2021,2021,JULIO,DOMINGO,16,ATROPELLO,N/I,N/I,CALLE,NO CORRESPONDE,URBANO
A-2021-07-9,V-2021-07-9-1,P-2021-07-9-1-2,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,PEATÓN,LESIONADO,,,IDENTIFICADO,,44,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MOTOCICLETA,04/07/2021,2021,JULIO,DOMINGO,16,ATROPELLO,N/I,N/I,CALLE,NO CORRESPONDE,URBANO
A-2021-07-9,V-2021-07-9-1,P-2021-07-9-1-3,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,OCUPANTE,FALLECIDO,,,IDENTIFICADO,,30,MASCULINO,SE DESCONOCE,NO CONDUCTOR,NO CONDUCTOR,,NO SE REALIZO,,MOTOCICLETA,04/07/2021,2021,JULIO,DOMINGO,16,ATROPELLO,N/I,N/I,CALLE,NO CORRESPONDE,URBANO
A-2021-08-100,V-2021-08-100-1,P-2021-08-100-1-1,AREQUIPA,AREQUIPA,CAYMA,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,53,MASCULINO,NO,SIN LICENCIA,SIN LICENCIA,,NO SE REALIZO,,MOTOCICLETA,19/08/2021,2021,AGOSTO,JUEVES,13,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA DEPARTAMENTAL,AR-116,DEPARTAMENTAL
A-2021-08-102,V-2021-08-102-1,P-2021-08-102-1-1,AREQUIPA,AREQUIPA,CERRO COLORADO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,50,MASCULINO,NO,RETENIDA,A I,,NO SE REALIZO,,OTRO,21/08/2021,2021,AGOSTO,SÁBADO,10,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CALLE,NO CORRESPONDE,URBANO
A-2021-08-102,V-2021-08-102-2,P-2021-08-102-2-1,AREQUIPA,AREQUIPA,CERRO COLORADO,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,52,MASCULINO,NO,VIGENTE,B,,NO SE REALIZO,,TRIMOTO PASAJERO,21/08/2021,2021,AGOSTO,SÁBADO,10,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CALLE,NO CORRESPONDE,URBANO
A-2021-08-104,V-2021-08-104-1,P-2021-08-104-1-1,AREQUIPA,AREQUIPA,POCSI,CONDUCTOR,FALLECIDO,,EN EL LUGAR DE LOS HECHOS,IDENTIFICADO,PERÚ,32,MASCULINO,SI,RETENIDA,A II B,,NO SE REALIZO,,AUTOMÓVIL,21/08/2021,2021,AGOSTO,SÁBADO,17,DESPISTE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA DEPARTAMENTAL,AR-118,DEPARTAMENTAL
A-2021-08-111,V-2021-08-111-1,P-2021-08-111-1-1,LAMBAYEQUE,CHICLAYO,LA VICTORIA,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,03/08/2021,2021,AGOSTO,MARTES,3,ATROPELLO FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
A-2021-08-113,V-2021-08-113-1,P-2021-08-113-1-1,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,CONDUCTOR,LESIONADO,CENTRO DE SALUD PRIVADO,,IDENTIFICADO,PERÚ,67,MASCULINO,SI,VIGENTE,A I,,NO SE REALIZO,,AUTOMÓVIL,08/08/2021,2021,AGOSTO,DOMINGO,6,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-08-113,V-2021-08-113-2,P-2021-08-113-2-2,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,52,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,REMOLCADOR,08/08/2021,2021,AGOSTO,DOMINGO,6,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-08-115,V-2021-08-115-1,P-2021-08-115-1-1,AREQUIPA,AREQUIPA,CERRO COLORADO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,49,MASCULINO,SI,VIGENTE,A III C,,NO SE REALIZO,,CAMIONETA PICK UP,23/08/2021,2021,AGOSTO,LUNES,5,ATROPELLO,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-08-119,V-2021-08-119-1,P-2021-08-119-1-1,AREQUIPA,AREQUIPA,CERRO COLORADO,CONDUCTOR,FALLECIDO,,EN EL CENTRO DE SALUD,IDENTIFICADO,PERÚ,26,MASCULINO,SI,RETENIDA,A I,,NO SE REALIZO,,CAMIONETA PICK UP,15/08/2021,2021,AGOSTO,DOMINGO,23,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-08-119,V-2021-08-119-2,P-2021-08-119-2-1,AREQUIPA,AREQUIPA,CERRO COLORADO,CONDUCTOR,ILESO,,,IDENTIFICADO,PERÚ,36,MASCULINO,SI,VIGENTE,A II B,,NO SE REALIZO,,CAMIÓN,15/08/2021,2021,AGOSTO,DOMINGO,23,CHOQUE,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-34A,NACIONAL
A-2021-08-120,V-2021-08-120-2,P-2021-08-120-2-1,LAMBAYEQUE,CHICLAYO,PIMENTEL,CONDUCTOR FUGADO,NO SE CONOCE,,,NO IDENTIFICADO,,NO INDICA,NO INDICA,SE DESCONOCE,FUGADO,FUGADO,,NO SE REALIZO,,VEHICULO NO IDENTIFICADO,05/08/2021,2021,AGOSTO,JUEVES,3,CHOQUE FUGA,NO IDENTIFICA LA CAUSA,N/I,CARRETERA NACIONAL,PE-1N,NACIONAL
