CODIGO_SINIESTRO,CODIGO_VEHICULO,DEPARTAMENTO,PROVINCIA,DISTRITO,SITUACION_VEHICULO,ESTADO_MODALIDAD,MODALIDAD_DE_TRANSPORTE,ELEMENTO_TRANSPORTADO,AMBITO_SERVICIO,POSEE_SEGURO,ESTADO_SOAT,TIPO_SEGURO,COMPANIA_SEGURO,POSEE_CITV,ESTADO_CITV,LUGAR_IMPACTO_VEHICULO,VEHICULO,TIPO_SINIESTRO,FECHA,ANO,MES,DIA,HORA,CODIGO_DE_CARRETERA,TIPO_DE_VIA
A-2021-09-205,V-2021-09-205-1,PIURA,PIURA,VEINTISEIS DE OCTUBRE,IDENTIFICADO,HABILITADO,PARTICULAR,,,,VIGENTE,,OTROS,,VIGENTE,,AUTOMÓVIL,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,2,PE-1N,CARRETERA
A-2021-09-205,V-2021-09-205-2,PIURA,PIURA,VEINTISEIS DE OCTUBRE,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VENCIDO,,NO APLICA,,VENCIDO,,TRIMOTO PASAJERO,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,2,PE-1N,CARRETERA
A-2021-09-206,V-2021-09-206-1,JUNIN,JAUJA,SAN LORENZO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,NO REGISTRA,FRONTAL-CENTRO,AUTOMÓVIL,CHOQUE,14/09/2021,2021,SETIEMBRE,MARTES,14,PE-3S,CARRETERA
A-2021-09-206,V-2021-09-206-2,JUNIN,JAUJA,SAN LORENZO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,,BICICLETA,CHOQUE,14/09/2021,2021,SETIEMBRE,MARTES,14,PE-3S,CARRETERA
A-2021-09-207,V-2021-09-207-1,AYACUCHO,HUAMANGA,VINCHOS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,VIGENTE,FRONTAL-DERECHA,CAMIONETA PICK UP,CHOQUE CON OBJETO FIJO,07/09/2021,2021,SETIEMBRE,MARTES,5,AY-811,CARRETERA
A-2021-09-208,V-2021-09-208-1,AYACUCHO,HUAMANGA,VINCHOS,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,VIGENTE,FRONTAL-DERECHA,AUTOMÓVIL,ATROPELLO,11/09/2021,2021,SETIEMBRE,SÁBADO,1,AY-811,CARRETERA
A-2021-09-209,V-2021-09-209-1,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,IDENTIFICADO,NO HABILITADO,PUBLICO URBANO,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,CENTRO-CENTRO,TRIMOTO PASAJERO,DESPISTE,13/09/2021,2021,SETIEMBRE,LUNES,1,AY-1251,CARRETERA
A-2021-09-210,V-2021-09-210-1,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,,MOTOCICLETA,ATROPELLO,15/09/2021,2021,SETIEMBRE,MIÉRCOLES,6,NO CORRESPONDE,OTRO
A-2021-09-211,V-2021-09-211-1,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,NO REGISTRA,FRONTAL-IZQUIERDA,AUTOMÓVIL,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,11,PE-1NJ,CARRETERA
A-2021-09-211,V-2021-09-211-2,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,NO APLICA,,NO APLICA,,NO APLICA,,BICICLETA,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,11,PE-1NJ,CARRETERA
A-2021-09-212,V-2021-09-212-1,LAMBAYEQUE,CHICLAYO,LAGUNAS,IDENTIFICADO,NO CORRESPONDE,TRABAJADORES,PERSONAS,PROVINCIAL,,VIGENTE,,OTROS,,VIGENTE,FRONTAL-DERECHA,ÓMNIBUS,DESPISTE,15/09/2021,2021,SETIEMBRE,MIÉRCOLES,5,PE-1N,CARRETERA
A-2021-09-213,V-2021-09-213-1,CAJAMARCA,CONTUMAZA,YONAN,IDENTIFICADO,NO CORRESPONDE,TAXI,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO APLICA,FRONTAL-DERECHA,AUTOMÓVIL,CHOQUE,30/09/2021,2021,SETIEMBRE,JUEVES,11,PE-08,CARRETERA
A-2021-09-213,V-2021-09-213-2,CAJAMARCA,CONTUMAZA,YONAN,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,LA POSITIVA,,NO APLICA,FRONTAL-DERECHA,AUTOMÓVIL,CHOQUE,30/09/2021,2021,SETIEMBRE,JUEVES,11,PE-08,CARRETERA
A-2021-09-215,V-2021-09-215-1,LAMBAYEQUE,CHICLAYO,PICSI,IDENTIFICADO,NO CORRESPONDE,OTRO,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,FRONTAL-CENTRO,CAMIONETA RURAL,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,0,LA-111,CARRETERA
A-2021-09-215,V-2021-09-215-2,LAMBAYEQUE,CHICLAYO,PICSI,IDENTIFICADO,NO CORRESPONDE,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,NO SE CONOCE,,VIGENTE,,OTROS,,NO REGISTRA,CENTRO-IZQUIERDA,TRIMOTO PASAJERO,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,0,LA-111,CARRETERA
A-2021-09-216,V-2021-09-216-1,LAMBAYEQUE,LAMBAYEQUE,OLMOS,IDENTIFICADO,NO CORRESPONDE,MATERIALES PELIGROSOS,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO APLICA,FRONTAL-DERECHA,TRIMOTO PASAJERO,CHOQUE FUGA,27/09/2021,2021,SETIEMBRE,LUNES,15,PE-1NJ,CARRETERA
A-2021-09-216,V-2021-09-216-2,LAMBAYEQUE,LAMBAYEQUE,OLMOS,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,27/09/2021,2021,SETIEMBRE,LUNES,15,PE-1NJ,CARRETERA
A-2021-09-217,V-2021-09-217-1,JUNIN,JAUJA,PARCO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,NO REGISTRA,FRONTAL-CENTRO,OTRO,DESPISTE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,10,NO CORRESPONDE,CALLE
A-2021-09-222,V-2021-09-222-1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,VIGENTE,,LA POSITIVA,,VIGENTE,,ÓMNIBUS,ATROPELLO,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,9,NO CORRESPONDE,AVENIDA
A-2021-09-223,V-2021-09-223-1,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,,OTROS,,VIGENTE,FRONTAL-DERECHA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-09-223,V-2021-09-223-2,LIMA,LIMA,LURIN,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,,VIGENTE,,MAPFRE,,VIGENTE,FRONTAL-IZQUIERDA,REMOLCADOR,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,20,NO CORRESPONDE,AVENIDA
A-2021-09-224,V-2021-09-224-1,LIMA,LIMA,LIMA,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,NO REGISTRA,,,,VIGENTE,FRONTAL-CENTRO,MINIBUS,ATROPELLO,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,12,NO CORRESPONDE,AVENIDA
A-2021-09-225,V-2021-09-225-1,AREQUIPA,CONDESUYOS,CHICHAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,MAPFRE,,VENCIDO,FRONTAL-IZQUIERDA,CAMIONETA PICK UP,DESPISTE,21/09/2021,2021,SETIEMBRE,MARTES,17,SIN CLASIFICAR,CARRETERA
A-2021-09-226,V-2021-09-226-1,LIMA,LIMA,COMAS,IDENTIFICADO,HABILITADO,VEHICULO POLICIAL,,,,VIGENTE,,OTROS,,VIGENTE,,AUTOMÓVIL,CHOQUE CON OBJETO FIJO,30/09/2021,2021,SETIEMBRE,JUEVES,0,NO CORRESPONDE,AVENIDA
A-2021-09-227,V-2021-09-227-1,PUNO,SAN ROMAN,JULIACA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO ESPECIFICA,NO REGISTRA,,,NO,NO REGISTRA,,CAMIONETA PICK UP,ATROPELLO,30/09/2021,2021,SETIEMBRE,JUEVES,21,PE-3S,CARRETERA
A-2021-09-228,V-2021-09-228-1,PUNO,MELGAR,NUÑOA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,20/09/2021,2021,SETIEMBRE,LUNES,19,PU-100,CARRETERA
A-2021-09-228,V-2021-09-228-2,PUNO,MELGAR,NUÑOA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,20/09/2021,2021,SETIEMBRE,LUNES,19,PU-100,CARRETERA
A-2021-09-229,V-2021-09-229-1,LAMBAYEQUE,LAMBAYEQUE,MORROPE,IDENTIFICADO,NO CORRESPONDE,REGULAR(INTERPROVINCIAL),PERSONAS,NO SE CONOCE,SI,VIGENTE,OTRO,,NO ESPECIFICA,NO REGISTRA,FRONTAL-IZQUIERDA,ÓMNIBUS,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,5,PE-1N,CARRETERA
A-2021-09-229,V-2021-09-229-2,LAMBAYEQUE,LAMBAYEQUE,MORROPE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,OTRO,,NO ESPECIFICA,NO REGISTRA,FRONTAL-IZQUIERDA,AUTOMÓVIL,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,5,PE-1N,CARRETERA
A-2021-09-230,V-2021-09-230-1,PUNO,LAMPA,CALAPUJA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,FRONTAL-CENTRO,AUTOMÓVIL,CHOQUE,30/09/2021,2021,SETIEMBRE,JUEVES,18,PE-3S,CARRETERA
A-2021-09-230,V-2021-09-230-2,PUNO,LAMPA,CALAPUJA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,FRONTAL-CENTRO,CAMIONETA RURAL,CHOQUE,30/09/2021,2021,SETIEMBRE,JUEVES,18,PE-3S,CARRETERA
A-2021-09-23,V-2021-09-23-1,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,IDENTIFICADO,HABILITADO,PUBLICO URBANO,,,,NO REGISTRA,,,,VIGENTE,,MINIBUS,DESPISTE,06/09/2021,2021,SETIEMBRE,LUNES,5,NO CORRESPONDE,OTRO
A-2021-09-231,V-2021-09-231-1,ICA,PISCO,PISCO,IDENTIFICADO,HABILITADO,CARGA,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,TRIMOTO CARGA,CHOQUE,17/09/2021,2021,SETIEMBRE,VIERNES,17,PE-1SE,CARRETERA
A-2021-09-231,V-2021-09-231-2,ICA,PISCO,PISCO,IDENTIFICADO,HABILITADO,CARGA,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,CENTRO-IZQUIERDA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,17/09/2021,2021,SETIEMBRE,VIERNES,17,PE-1SE,CARRETERA
A-2021-09-233,V-2021-09-233-1,PUNO,MOHO,MOHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,STATION WAGON,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,5,PE-34I,CARRETERA
A-2021-09-233,V-2021-09-233-2,PUNO,MOHO,MOHO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO,NO REGISTRA,,,NO,NO REGISTRA,,BICICLETA,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,5,PE-34I,CARRETERA
A-2021-09-233,V-2021-09-233-3,PUNO,MOHO,MOHO,IDENTIFICADO,NO CORRESPONDE,CARGA,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,REMOLCADOR,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,5,PE-34I,CARRETERA
A-2021-09-234,V-2021-09-234-1,JUNIN,YAULI,LA OROYA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,,AUTOMÓVIL,ATROPELLO,08/09/2021,2021,SETIEMBRE,MIÉRCOLES,7,PE-3S,CARRETERA
A-2021-09-235,V-2021-09-235-1,JUNIN,SATIPO,PANGOA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,08/09/2021,2021,SETIEMBRE,MIÉRCOLES,23,PE-28C,CARRETERA
A-2021-09-235,V-2021-09-235-2,JUNIN,SATIPO,PANGOA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,AUTOMÓVIL,CHOQUE,08/09/2021,2021,SETIEMBRE,MIÉRCOLES,23,PE-28C,CARRETERA
A-2021-09-236,V-2021-09-236-1,AYACUCHO,LA MAR,CHUNGUI,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,MAPFRE,SI,VIGENTE,CENTRO-CENTRO,CAMIONETA PICK UP,DESPISTE,28/09/2021,2021,SETIEMBRE,MARTES,9,AY-102,CARRETERA
A-2021-09-237,V-2021-09-237-1,AYACUCHO,LA MAR,CHUNGUI,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,FRONTAL-IZQUIERDA,CAMIONETA RURAL,DESPISTE,30/09/2021,2021,SETIEMBRE,JUEVES,5,AY-102,CARRETERA
A-2021-09-238,V-2021-09-238-1,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,05/09/2021,2021,SETIEMBRE,DOMINGO,20,NO CORRESPONDE,AVENIDA
A-2021-09-239,V-2021-09-239-1,MOQUEGUA,ILO,ILO,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,CENTRO-DERECHA,REMOLCADOR-SEMIREMOLQUE,CHOQUE,13/09/2021,2021,SETIEMBRE,LUNES,22,PE-1SD,CARRETERA
A-2021-09-239,V-2021-09-239-2,MOQUEGUA,ILO,ILO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO CORRESPONDE,NO APLICA,,MOTOCICLETA,CHOQUE,13/09/2021,2021,SETIEMBRE,LUNES,22,PE-1SD,CARRETERA
A-2021-09-240,V-2021-09-240-1,LIMA,BARRANCA,PARAMONGA,IDENTIFICADO,HABILITADO,CARGA,CARGA Y/O MERCANCÍAS,PROVINCIAL,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VIGENTE,FRONTAL-CENTRO,CAMIÓN,CHOQUE,01/09/2021,2021,SETIEMBRE,MIÉRCOLES,5,PE-1N,CARRETERA
A-2021-09-240,V-2021-09-240-2,LIMA,BARRANCA,PARAMONGA,IDENTIFICADO,HABILITADO,REGULAR(INTERPROVINCIAL),PERSONAS,NACIONAL,SI,VIGENTE,SOAT,RIMAC,SI,VENCIDO,POSTERIOR-CENTRO,ÓMNIBUS,CHOQUE,01/09/2021,2021,SETIEMBRE,MIÉRCOLES,5,PE-1N,CARRETERA
A-2021-09-241,V-2021-09-241-1,LIMA,BARRANCA,PARAMONGA,FUGADO,NO CORRESPONDE,NO CORRESPONDE,,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,ATROPELLO FUGA,03/09/2021,2021,SETIEMBRE,VIERNES,22,PE-1N,CARRETERA
A-2021-09-242,V-2021-09-242-1,LIMA,BARRANCA,SUPE PUERTO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,ATROPELLO,09/09/2021,2021,SETIEMBRE,JUEVES,14,LM-100,CARRETERA
A-2021-09-243,V-2021-09-243-1,LIMA,BARRANCA,SUPE,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,INTERSEGUROS,SI,VENCIDO,FRONTAL-CENTRO,AUTOMÓVIL,DESPISTE,18/09/2021,2021,SETIEMBRE,SÁBADO,19,PE-1N,CARRETERA
A-2021-09-244,V-2021-09-244-1,CUSCO,CUSCO,SAN SEBASTIAN,IDENTIFICADO,HABILITADO,TAXI,PERSONAS,DISTRITAL,SI,VIGENTE,SOAT,OTROS,NO,NO REGISTRA,FRONTAL-DERECHA,AUTOMÓVIL,ATROPELLO,06/09/2021,2021,SETIEMBRE,LUNES,22,NO CORRESPONDE,AVENIDA
A-2021-09-246,V-2021-09-246-1,JUNIN,JAUJA,JAUJA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,FRONTAL-DERECHA,OTRO,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,19,PE-3SA,CARRETERA
A-2021-09-246,V-2021-09-246-2,JUNIN,JAUJA,JAUJA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,CARGA Y/O MERCANCÍAS,NO SE CONOCE,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,POSTERIOR-DERECHA,TRICICLO NO MOTORIZADO,CHOQUE,25/09/2021,2021,SETIEMBRE,SÁBADO,19,PE-3SA,CARRETERA
A-2021-09-247,V-2021-09-247-1,JUNIN,HUANCAYO,HUANCAYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,AUTOMÓVIL,DESPISTE,27/09/2021,2021,SETIEMBRE,LUNES,5,NO CORRESPONDE,AVENIDA
A-2021-09-248,V-2021-09-248-1,JUNIN,HUANCAYO,HUANCAYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,,MOTOCICLETA,DESPISTE,27/09/2021,2021,SETIEMBRE,LUNES,3,NO CORRESPONDE,AVENIDA
A-2021-09-249,V-2021-09-249-1,PASCO,PASCO,TINYAHUARCO,IDENTIFICADO,HABILITADO,PARTICULAR,CARGA Y/O MERCANCÍAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,FRONTAL-CENTRO,STATION WAGON,CHOQUE,05/09/2021,2021,SETIEMBRE,DOMINGO,14,PE-3N,CARRETERA
A-2021-09-249,V-2021-09-249-2,PASCO,PASCO,TINYAHUARCO,IDENTIFICADO,NO HABILITADO,NO CORRESPONDE,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,POSTERIOR-IZQUIERDA,TRIMOTO PASAJERO,CHOQUE,05/09/2021,2021,SETIEMBRE,DOMINGO,14,PE-3N,CARRETERA
A-2021-09-250,V-2021-09-250-1,JUNIN,CHANCHAMAYO,PERENE,IDENTIFICADO,NO HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,09/09/2021,2021,SETIEMBRE,JUEVES,12,PE-5S,CARRETERA
A-2021-09-250,V-2021-09-250-2,JUNIN,CHANCHAMAYO,PERENE,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,STATION WAGON,CHOQUE,09/09/2021,2021,SETIEMBRE,JUEVES,12,PE-5S,CARRETERA
A-2021-09-255,V-2021-09-255-1,JUNIN,CHANCHAMAYO,CHANCHAMAYO,IDENTIFICADO,NO HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,CAT,,NO ESPECIFICA,NO REGISTRA,,AUTOMÓVIL,DESPISTE,13/09/2021,2021,SETIEMBRE,LUNES,13,PE-22B,CARRETERA
A-2021-09-256,V-2021-09-256-1,PIURA,PIURA,LAS LOMAS,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE FUGA,05/09/2021,2021,SETIEMBRE,DOMINGO,11,PI-745,CARRETERA
A-2021-09-256,V-2021-09-256-2,PIURA,PIURA,LAS LOMAS,FUGADO,NO CORRESPONDE,NO CORRESPONDE,PERSONAS,,NO CORRESPONDE,NO APLICA,,,NO CORRESPONDE,NO APLICA,,VEHICULO NO IDENTIFICADO,CHOQUE FUGA,05/09/2021,2021,SETIEMBRE,DOMINGO,11,PI-745,CARRETERA
A-2021-09-257,V-2021-09-257-1,PIURA,AYABACA,SUYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,NO,NO REGISTRA,,,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,24/09/2021,2021,SETIEMBRE,VIERNES,18,PE-1NL,CARRETERA
A-2021-09-257,V-2021-09-257-2,PIURA,AYABACA,SUYO,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VIGENTE,SOAT,RIMAC,SI,VIGENTE,,CAMIONETA PICK UP,CHOQUE,24/09/2021,2021,SETIEMBRE,VIERNES,18,PE-1NL,CARRETERA
A-2021-09-258,V-2021-09-258-1,PIURA,PAITA,PAITA,IDENTIFICADO,NO CORRESPONDE,NO CORRESPONDE,CARGA Y/O MERCANCÍAS,NO SE CONOCE,NO,NO REGISTRA,,,NO CORRESPONDE,NO APLICA,,OTRO,DESPISTE,25/09/2021,2021,SETIEMBRE,SÁBADO,20,PI-103,CARRETERA
A-2021-09-26,V-2021-09-26-1,AREQUIPA,AREQUIPA,YURA,IDENTIFICADO,HABILITADO,TURISTICO,,,,VIGENTE,,RIMAC,,NO REGISTRA,,CAMIONETA PICK UP,CHOQUE,09/09/2021,2021,SETIEMBRE,JUEVES,20,AR-123,CARRETERA
A-2021-09-26,V-2021-09-26-2,AREQUIPA,AREQUIPA,YURA,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,,,,NO REGISTRA,,,,NO REGISTRA,,TRIMOTO CARGA,CHOQUE,09/09/2021,2021,SETIEMBRE,JUEVES,20,AR-123,CARRETERA
A-2021-09-265,V-2021-09-265-1,CAJAMARCA,JAEN,JAEN,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,DISTRITAL,NO,NO REGISTRA,,,NO,NO REGISTRA,FRONTAL-DERECHA,TRIMOTO CARGA,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,15,NO CORRESPONDE,OTRO
A-2021-09-265,V-2021-09-265-2,CAJAMARCA,JAEN,JAEN,IDENTIFICADO,NO CORRESPONDE,CARGA,CARGA Y/O MERCANCÍAS,DISTRITAL,NO,NO REGISTRA,,,NO,NO REGISTRA,POSTERIOR-DERECHA,TRIMOTO CARGA,CHOQUE,29/09/2021,2021,SETIEMBRE,MIÉRCOLES,15,NO CORRESPONDE,OTRO
A-2021-09-267,V-2021-09-267-1,CAJAMARCA,JAEN,COLASAY,IDENTIFICADO,NO CORRESPONDE,PARTICULAR,PERSONAS,NO SE CONOCE,SI,VENCIDO,SOAT,OTROS,NO ESPECIFICA,NO REGISTRA,FRONTAL-CENTRO,AUTOMÓVIL,DESPISTE,25/09/2021,2021,SETIEMBRE,SÁBADO,3,CA-672,CARRETERA
A-2021-09-268,V-2021-09-268-1,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,IDENTIFICADO,HABILITADO,PARTICULAR,,,SI,VIGENTE,SOAT,LA POSITIVA,NO,NO REGISTRA,,MOTOCICLETA,CHOQUE,14/09/2021,2021,SETIEMBRE,MARTES,9,PE-3SF,CARRETERA
A-2021-09-268,V-2021-09-268-2,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,IDENTIFICADO,HABILITADO,CARGA,,,SI,VIGENTE,SOAT,LA POSITIVA,SI,VIGENTE,,CAMIÓN,CHOQUE,14/09/2021,2021,SETIEMBRE,MARTES,9,PE-3SF,CARRETERA
A-2021-09-270,V-2021-09-270-1,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,IDENTIFICADO,HABILITADO,AMBULANCIA,PERSONAS,PROVINCIAL,SI,VIGENTE,SOAT,LA POSITIVA,NO ESPECIFICA,NO REGISTRA,CENTRO-DERECHA,AUTOMÓVIL,CHOQUE,02/09/2021,2021,SETIEMBRE,JUEVES,16,SIN CLASIFICAR,CARRETERA
A-2021-09-270,V-2021-09-270-2,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,IDENTIFICADO,HABILITADO,SERVICIO ESPECIAL DE PASAJEROS,,,NO ESPECIFICA,NO REGISTRA,,,NO ESPECIFICA,NO REGISTRA,,TRIMOTO PASAJERO,CHOQUE,02/09/2021,2021,SETIEMBRE,JUEVES,16,SIN CLASIFICAR,CARRETERA
A-2021-09-27,V-2021-09-27-1,ICA,PISCO,SAN CLEMENTE,IDENTIFICADO,HABILITADO,PARTICULAR,PERSONAS,NO SE CONOCE,,VIGENTE,,RIMAC,,NO APLICA,,AUTOMÓVIL,CHOQUE,07/09/2021,2021,SETIEMBRE,MARTES,1,PE-1S,CARRETERA
